entry_time,exit_time,side,entry,exit,stop,target,qty,notional,bars_held,reason,net,r_mult,equity,year
2025-02-28 04:00:00+00:00,2025-02-28 16:00:00+00:00,S,80428.754133,84822.39579042917,84796.95670341815,67324.14642174554,0.04879552816154741,3924.563537294974,3,stop,-219.01050832733603,-1.027500779360878,10438.427068681807,2025
2025-03-24 12:00:00+00:00,2025-03-26 16:00:00+00:00,L,87715.826856,86008.08801098178,86033.8981804359,92761.61288269226,0.12412449136918313,10887.682393528334,13,stop,-229.8309053708398,-1.100888591061754,10208.596163310967,2025
2025-04-06 20:00:00+00:00,2025-04-09 16:00:00+00:00,S,79590.455698,82184.74392860767,82160.09589983772,71881.53509248688,0.07945545182559158,6323.89561848932,17,stop,-217.9326155947161,-1.0673975741050068,9990.66354771625,2025
2025-04-21 04:00:00+00:00,2025-04-22 20:00:00+00:00,L,87231.721668,91959.82716344399,85655.686502852,91959.82716344399,0.126782241521598,11059.43320485719,10,target,582.5509431492574,2.9154767366899352,10573.214490865508,2025
2025-04-23 08:00:00+00:00,2025-04-24 08:00:00+00:00,L,94162.060146,91721.61575011104,91749.14049225872,101400.81910722386,0.08763834696668421,8252.207298172936,6,stop,-224.49744395108166,-1.0616328844223826,10348.717046914426,2025
2025-04-25 16:00:00+00:00,2025-05-08 20:00:00+00:00,L,95089.728363,102387.67182387348,92657.08054270883,102387.67182387348,0.0850819174119154,8090.416415302236,79,target,580.5650000477115,2.8050095360410534,10929.282046962137,2025
2025-05-11 00:00:00+00:00,2025-05-12 12:00:00+00:00,L,104840.972859,102532.21908621168,102562.98798260646,111674.92748818063,0.09595570330796169,10060.089286176268,9,stop,-236.01445245175213,-1.0797344758677623,10693.267594510384,2025
2025-05-19 00:00:00+00:00,2025-05-19 00:00:00+00:00,L,106486.206281,104116.05008742862,104147.29427571133,113502.94229686601,0.0914379640647543,9736.881903314092,0,stop,-226.35077763052126,-1.0583798433451868,10466.916816879862,2025
2025-05-21 16:00:00+00:00,2025-05-21 16:00:00+00:00,L,109006.03200199999,106101.12717969742,106132.96706981836,117625.2267985449,0.0728623756437827,7942.438451167922,0,stop,-219.49487569002792,-1.0485173405412536,10247.421941189834,2025
2025-05-22 04:00:00+00:00,2025-05-23 12:00:00+00:00,L,111814.374252,108228.78418372576,108261.2625624945,122473.70932051646,0.05768139499502223,6449.609087350855,8,stop,-215.74787882213695,-1.0526934484610786,10031.674062367696,2025
2025-06-05 20:00:00+00:00,2025-06-06 12:00:00+00:00,S,101884.185572,104146.10212964404,104114.86766934325,95192.13927997029,0.08994265990941064,9163.734653049678,4,stop,-214.5409946671464,-1.0693180088055512,9817.13306770055,2025
2025-06-21 20:00:00+00:00,2025-06-23 20:00:00+00:00,S,102214.436467,104279.16952254123,104247.89515399504,96114.06040601492,0.09655601198574586,9869.41835262391,12,stop,-215.253140217231,-1.096313652533842,9601.879927483318,2025
2025-07-02 20:00:00+00:00,2025-07-04 12:00:00+00:00,L,109709.042842,107838.41530517506,107870.7765381365,115223.84175359047,0.10446669133088068,11460.940714781578,10,stop,-212.51197142196605,-1.1066164804545002,9389.367956061353,2025
2025-07-09 20:00:00+00:00,2025-07-11 04:00:00+00:00,L,111783.514997,117315.61324623722,109939.48224725427,117315.61324623722,0.10183515403786612,11383.491468613614,8,target,547.1435082689402,2.913633328831942,9936.511464330293,2025
2025-07-14 04:00:00+00:00,2025-07-15 00:00:00+00:00,L,120786.475075,118541.75942837168,118577.33262816012,127413.90241551962,0.08995808738856313,10865.720280153351,5,stop,-215.41151148890611,-1.0839393295231534,9721.099952841387,2025
2025-08-01 20:00:00+00:00,2025-08-07 08:00:00+00:00,S,113294.671399,115967.86076242408,115933.08083817264,105379.44308148208,0.07368909319767863,8348.581599521287,33,stop,-219.20713382520017,-1.1274811229624688,9501.892819016186,2025
2025-08-11 00:00:00+00:00,2025-08-14 16:00:00+00:00,L,119330.058281,117402.14766794047,117437.37888160495,125008.09647918519,0.10040678650650703,11981.547685629408,22,stop,-218.63977181425471,-1.1505064095055346,9283.253047201932,2025
2025-08-19 20:00:00+00:00,2025-08-22 12:00:00+00:00,S,113098.55025300001,115420.26115382141,115385.64546018335,106237.26463144996,0.08117941936168574,9181.274640186977,16,stop,-205.09567477814159,-1.1046541214340782,9078.15737242379,2025
2025-08-26 00:00:00+00:00,2025-08-28 04:00:00+00:00,S,110078.946406,112963.29009963635,112929.41127625348,101527.55179523957,0.06369597792388523,7011.586140161122,13,stop,-195.38206991214133,-1.0761108333814662,8882.775302511649,2025
2025-08-29 16:00:00+00:00,2025-09-02 12:00:00+00:00,S,108353.714131,111191.19170367063,111157.84435036553,99941.32347290342,0.06335494151567252,6864.743221775404,23,stop,-194.61730770823146,-1.0954758005260048,8688.157994803418,2025
2025-09-10 16:00:00+00:00,2025-09-22 04:00:00+00:00,L,113888.146197,111857.07594351537,111890.6431364563,119880.65537863108,0.0869901845601039,9907.150856885126,69,stop,-220.6816559302004,-1.2700140585737223,8467.476338873217,2025
2025-09-25 20:00:00+00:00,2025-09-28 20:00:00+00:00,S,109327.19200000001,111572.10318150008,111538.64158902338,102692.84323292991,0.07657851556645866,8372.114074409215,18,stop,-187.90493858212625,-1.109568725450558,8279.571400291092,2025
2025-10-02 00:00:00+00:00,2025-10-05 04:00:00+00:00,L,118630.568497,124967.39146476373,116518.29417441209,124967.39146476373,0.07839484968171323,9300.0255849785,19,target,478.3908469847486,2.8889831602148477,8757.96224727584,2025
2025-11-03 16:00:00+00:00,2025-11-14 04:00:00+00:00,S,105713.986287,97756.09210563026,108366.61768078992,97756.09210563026,0.06603225964813005,6980.533390942043,63,target,496.7712601315591,2.8361121349094622,9254.7335074074,2025
2025-11-17 20:00:00+00:00,2025-11-21 04:00:00+00:00,S,91651.42632099999,82022.18582861687,94861.17315179437,82022.18582861687,0.0576664391011609,5285.2113944744815,20,target,544.9912296607171,2.9443918035268726,9799.724737068116,2025
2025-12-15 20:00:00+00:00,2025-12-17 12:00:00+00:00,S,86124.11501200001,88567.71862484553,88541.15627796215,78872.9912141136,0.08108860096906298,6983.683996021756,10,stop,-208.72299848176763,-1.0649431697415892,9591.001738586348,2025
2025-12-18 20:00:00+00:00,2025-12-19 00:00:00+00:00,S,84458.45486000001,87521.84953494165,87495.60085468524,75347.01687594432,0.06315798947676439,5334.226203271661,1,stop,-199.17552508089668,-1.0383457875915987,9391.826213505452,2025
2026-01-04 04:00:00+00:00,2026-01-08 04:00:00+00:00,L,91264.151034,89667.89324662709,89694.80168713324,95972.19907460028,0.11969070152871199,10923.470261681785,24,stop,-214.99332035983653,-1.144576760005823,9176.832893145616,2026
2026-01-14 00:00:00+00:00,2026-01-19 00:00:00+00:00,L,95442.614197,93304.50625337037,93332.50600517192,101772.93877248428,0.08697973808817144,8301.573585305454,30,stop,-206.6330168699369,-1.1258405774408062,8970.19987627568,2026
2026-01-21 00:00:00+00:00,2026-01-21 12:00:00+00:00,S,88401.13170200001,90451.85061129907,90424.72319434077,82330.35722497774,0.08865623234953951,7837.311272134756,3,stop,-190.91282457541982,-1.0641503378333,8779.28705170026,2026
2026-01-25 20:00:00+00:00,2026-01-26 08:00:00+00:00,S,86469.221449,88211.43235116056,88184.97685810314,81321.95522169059,0.10233727960431578,8849.024892593812,3,stop,-188.55864941268717,-1.0738836098095776,8590.728402287572,2026
2026-01-29 16:00:00+00:00,2026-01-31 16:00:00+00:00,S,84908.53979400001,77587.34336125095,87348.93860491636,77587.34336125095,0.07040429919781688,5977.926240106517,12,target,506.1367440051525,2.94583136786385,9096.865146292725,2026
2026-02-05 04:00:00+00:00,2026-02-06 00:00:00+00:00,S,71201.883025,60077.387305562486,74910.0482648125,60077.387305562486,0.049063968609730474,3493.446953692301,5,target,541.7180060398367,2.977498277308227,9638.583152332561,2026
2026-02-23 04:00:00+00:00,2026-02-25 12:00:00+00:00,S,64914.699746000006,66777.30365280919,66757.27646986823,59386.96957439533,0.10462069804179151,6791.421200599827,14,stop,-206.50977040721753,-1.071266217987867,9432.073381925344,2026
2026-03-04 16:00:00+00:00,2026-03-06 12:00:00+00:00,L,73418.889061,70013.12401075159,70034.1342510269,83573.15349091926,0.05573268323090345,4091.831687201555,11,stop,-196.05985760718644,-1.0393253406133132,9236.013524318158,2026
2026-03-17 00:00:00+00:00,2026-03-18 08:00:00+00:00,L,74907.13540099999,72785.28848306283,72807.1306222495,81207.14973725147,0.08796183339938506,6588.96896456794,8,stop,-195.772780872435,-1.0598337711230656,9040.240743445722,2026
2026-03-27 12:00:00+00:00,2026-04-01 04:00:00+00:00,S,66682.769166,68960.9952218859,68940.31312794752,59910.13728015742,0.08008916677438192,5340.567420713386,28,stop,-195.36981896256995,-1.0805565056672595,8844.870924483152,2026
2026-04-11 20:00:00+00:00,2026-04-12 00:00:00+00:00,L,73709.266148,71982.59160153272,72004.19285939053,78824.48601382838,0.10374769206192178,7647.166246432938,1,stop,-187.07845444723046,-1.0575533325725854,8657.792470035922,2026
2026-04-14 00:00:00+00:00,2026-05-04 00:00:00+00:00,L,74440.3254,80274.10910859371,72495.73083046876,80274.10910859371,0.08904470480057934,6628.516800502069,120,target,472.80819682453995,2.730535517344055,9130.600666860462,2026
2026-05-05 04:00:00+00:00,2026-05-13 12:00:00+00:00,L,80917.347924,79031.67858848402,79055.39520704614,86503.2060748616,0.09807553740460204,7936.012383001459,50,stop,-212.62160777188967,-1.1643352695491345,8917.979059088573,2026
2026-05-18 00:00:00+00:00,2026-05-28 04:00:00+00:00,S,77434.432699,72938.65051174944,78933.02676141686,72938.65051174944,0.11901794198631928,9216.086818713125,61,target,498.0211313012992,2.7922308855039937,9416.000190389872,2026
2026-06-01 12:00:00+00:00,2026-06-02 12:00:00+00:00,S,72458.25600000001,68437.0801045093,73798.64796516357,68437.0801045093,0.140496219540391,10180.111042489854,6,target,552.0083470738664,2.931225233179452,9968.008537463738,2026
2026-06-03 04:00:00+00:00,2026-06-05 16:00:00+00:00,S,65830.14503,59145.68063457735,68058.29982847422,59145.68063457735,0.08947321383854996,5890.034643291947,15,target,588.0719918781872,2.949796790743,10556.080529341925,2026
2026-06-24 16:00:00+00:00,2026-06-24 20:00:00+00:00,S,60231.925,60898.053937,62024.61543481452,54853.853695556456,0.11776802424266995,7093.394803582679,1,eod,-85.93597768952176,-0.4070449133589505,10470.144551652404,2026
