strat,tf,direction,rr,ema_fast,ema_slow,ema_pull,atr_n,atr_mult,n_trades,avg_monthly,total_return,cagr,max_dd,sharpe,sortino,win_rate,profit_factor,expectancy_R,mar_monthly,pct_long,ema_trend,n,adx_n,adx_max,k
H2_breakout_trend,1h,both,2.0,,,,14,2.0,829,-0.010464152652706067,-0.4956771459217897,-0.12080410648822004,-0.5583035803659726,-0.6367752542662591,-2.581879764301308,0.3341375150784077,0.9038569918861659,-0.07252281633765573,-0.0187427647263998,0.5355850422195416,200.0,50.0,,,
H2_breakout_trend,1h,both,3.0,,,,14,2.0,700,0.005754972998764993,0.356363933304954,0.05900309462923903,-0.2915066475688517,0.38189989456732487,1.768250642607589,0.2857142857142857,1.052756561175245,0.05963231056026763,0.01974216727735415,0.54,200.0,50.0,,,
H2_breakout_trend,1h,both,2.0,,,,14,3.0,581,0.0019921762861374315,0.08749111971706314,0.01589991449048722,-0.294053929383143,0.18018172579231853,0.7082567413484618,0.3614457831325301,1.0192254793897144,0.024752930091070904,0.006774867080730924,0.5490533562822719,200.0,50.0,,,
H2_breakout_trend,1h,both,3.0,,,,14,3.0,424,0.010386062929160342,0.7886964741027085,0.11557023061831617,-0.24908325609261128,0.7465709320566174,3.0956596513818413,0.30660377358490565,1.1483150374856357,0.15389434200703797,0.04169715416478543,0.5495283018867925,200.0,50.0,,,
H2_breakout_trend,1h,both,2.0,,,,14,1.5,852,-0.009071971802032338,-0.47451171569672357,-0.1139796601080626,-0.5292899890513467,-0.5919838919537587,-1.84421716886059,0.3415492957746479,0.9055737319926028,-0.0653512070332358,-0.017139889266169855,0.5610328638497653,200.0,80.0,,,
H2_breakout_trend,1h,both,3.0,,,,14,1.5,759,0.000638088100064084,-0.037119075188252304,-0.007088952262225834,-0.35486374494355066,0.069624911733478,0.26315481925328804,0.2766798418972332,0.9944243015849683,0.010888684466922574,0.001798121417462882,0.5546772068511199,200.0,80.0,,,
H2_breakout_trend,1h,both,2.0,,,,14,2.0,707,-0.006264977911792693,-0.365711587170781,-0.08206012552275499,-0.4305160955383719,-0.4401982930402023,-1.7653158168987,0.33946251768033947,0.9214541689352245,-0.05428878401982484,-0.01455225014051605,0.5572842998585573,200.0,80.0,,,
H2_breakout_trend,1h,both,3.0,,,,14,2.0,598,0.005151340753379766,0.2637474137285456,0.045009393338542925,-0.31365879322271284,0.32638788769614685,1.474299143325333,0.2842809364548495,1.0458943985752474,0.05515275066127701,0.01642339020835952,0.5618729096989966,200.0,80.0,,,
H2_breakout_trend,1h,both,2.0,,,,14,3.0,502,0.0022563145900923714,0.09241106748108763,0.01676275495968138,-0.24667465050502546,0.1891493851874416,0.900349031690027,0.36254980079681276,1.0234566298230598,0.02791862219139905,0.009146925253458112,0.5597609561752988,200.0,80.0,,,
H2_breakout_trend,1h,both,3.0,,,,14,3.0,383,0.009980946461173932,0.7397739454749244,0.10976678321041478,-0.20602160524693813,0.7341814736790252,3.730896403032049,0.30809399477806787,1.165811782868152,0.16140111856261233,0.04844611539265864,0.5483028720626631,200.0,80.0,,,
H2_breakout_trend,4h,both,2.0,,,,14,1.5,321,0.007017716340690918,0.5504808455150099,0.08598240308053429,-0.13887656222054745,0.7714104334475632,4.2613404731555,0.40186915887850466,1.1920311075840258,0.14751227273453918,0.05053204247341755,0.5638629283489096,200.0,30.0,,,
